plotIDyear,ACUHYD,AGORET,AMPINT,ANIRUS,CALFRI,CHLEMA,CICSEX,CYMNEG,GASHON,HARRUB,OLIPAR,POELUC,SYNAME,APELUC2,CARGOR,CARSER,CYMCRI,CYMLIM,CYMPLA2,DICPOL,MYACYA,NOTAEN,PLADEC,PTEADO,PTECOR1,PTEMUT2,PTEPEN,PTEROS,PTETRI3,SPHCAN,SPHSTE3,SYNIMP,TRIAUT,cups,totalIndividuals,density,ShannonBeetle,SimpsonBeetle,spNum,CARGOR_den,SYNIMP_den,SPHSTE3_den,PTETRI3_den,PTEPEN_den,CARGOR_relabun,SYNIMP_relabun,SPHSTE3_relabun,PTETRI3_relabun,PTEPEN_relabun,plotID,nlcdClass,DF_BA,EGBA,AM_BA,ECM_BA,totalBA,PerEG_BA,PerECM_BA,Shan_BA,Sim_BA,DF_ST,EF_ST,AM_ST,ECM_ST,totalStems,PerEG_ST,PerECM_ST,Shan_ST,Sim_ST,logDen,logSYN,sqrtSYN,logcCARGOR,logCARGOR_relabun,logPTETRI3,logPTETRI3_relabun,logPTEPEN_den,logPTEPEN_relabun,logSPHSTE3_den,logSPHSTE3_relabun,siteID
HARV_001 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,10.5,3.5,0,36,27,0.75,1.6118342602422078,0.7510288065843622,7,2.7777777777777777,9.722222222222223,29.166666666666668,5.555555555555555,19.444444444444446,3.7037037037037033,12.962962962962962,38.88888888888889,7.4074074074074066,25.925925925925924,HARV_001,deciduousForest,7306.728854999999,2468.73224,691.279275,9084.18182,9775.461094999999,25.254381517233178,92.92842283057546,0.971497672762893,0.5332003953918627,10,5,4,11,15,33.33333333333333,73.33333333333333,1.3397942802855756,0.7288888888888889,-0.2876820724517809,2.372318431008721,3.6004114991154776,1.329135947279942,1.548350220454262,1.8803128665695001,2.1291131514770734,3.0177111802727663,3.29308961152919,3.4067375620377707,3.6860978111520595,HARV
HARV_001 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,9,0,36,20,0.5555555555555556,1.3966775814761836,0.705,5,5.555555555555555,25,13.88888888888889,0,5.555555555555555,10,45,25,0,10,HARV_001,deciduousForest,7306.728854999999,2468.73224,691.279275,9084.18182,9775.461094999999,25.254381517233178,92.92842283057546,0.971497672762893,0.5332003953918627,10,5,4,11,15,33.33333333333333,73.33333333333333,1.3397942802855756,0.7288888888888889,-0.587786664902119,3.258096538021482,6.708203932499369,1.8803128665695001,2.3978952727983707,0,0,1.8803128665695001,2.3978952727983707,2.700615222614692,3.258096538021482,HARV
HARV_001 2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,10,7,0,39,27,0.6923076923076923,1.7137758452053748,0.7681755829903978,8,5.128205128205128,17.94871794871795,25.64102564102564,5.128205128205128,2.564102564102564,7.4074074074074066,25.925925925925924,37.03703703703704,7.4074074074074066,3.7037037037037033,HARV_001,deciduousForest,7306.728854999999,2468.73224,691.279275,9084.18182,9775.461094999999,25.254381517233178,92.92842283057546,0.971497672762893,0.5332003953918627,10,5,4,11,15,33.33333333333333,73.33333333333333,1.3397942802855756,0.7288888888888889,-0.3677247801253174,2.941736274818555,5.091750772173155,1.812901905801864,2.1291131514770734,1.812901905801864,2.1291131514770734,1.2709122870010452,1.548350220454262,3.282452344969581,3.638560343924229,HARV
HARV_001 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,11,3,0,44,42,0.9545454545454546,1.136674054922858,0.5941043083900227,5,54.54545454545454,6.8181818181818175,25,0,2.272727272727273,57.14285714285714,7.142857142857142,26.190476190476193,0,2.380952380952381,HARV_001,deciduousForest,7306.728854999999,2468.73224,691.279275,9084.18182,9775.461094999999,25.254381517233178,92.92842283057546,0.971497672762893,0.5332003953918627,10,5,4,11,15,33.33333333333333,73.33333333333333,1.3397942802855756,0.7288888888888889,-0.04652001563489282,2.056452023455137,2.6726124191242437,4.017201686373225,4.062903036387282,0,0,1.1856236656577395,1.2181574393178924,3.258096538021482,3.3028667719325875,HARV
HARV_001 2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,0,0,0,0,0,1,0,0,1,1,0,7,19,74,0,30,147,4.9,1.3053354599715619,0.6494516173816465,9,136.66666666666666,246.66666666666669,63.33333333333333,0,3.3333333333333335,27.89115646258503,50.34013605442177,12.925170068027212,0,0.6802721088435374,HARV_001,deciduousForest,7306.728854999999,2468.73224,691.279275,9084.18182,9775.461094999999,25.254381517233178,92.92842283057546,0.971497672762893,0.5332003953918627,10,5,4,11,15,33.33333333333333,73.33333333333333,1.3397942802855756,0.7288888888888889,1.589235205116581,5.512083756049649,7.095078297976828,4.924835304292923,3.363535543534535,0,0,1.4663370687934272,0.5189557498492409,4.164077900236776,2.6336979988825533,HARV
HARV_001 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,1,0,0,3,0,1,5,26,9,0,30,98,3.2666666666666666,1.2558447334560636,0.6249479383590171,7,176.66666666666666,30,86.66666666666667,3.3333333333333335,10,54.08163265306123,9.183673469387756,26.53061224489796,1.0204081632653061,3.061224489795918,HARV_001,deciduousForest,7306.728854999999,2468.73224,691.279275,9084.18182,9775.461094999999,25.254381517233178,92.92842283057546,0.971497672762893,0.5332003953918627,10,5,4,11,15,33.33333333333333,73.33333333333333,1.3397942802855756,0.7288888888888889,1.1837700970084166,3.4339872044851463,3.0304576336566322,5.179909135497735,4.008816314907378,1.4663370687934272,0.7032995520239632,2.3978952727983707,1.4014845266138658,4.473541743509655,3.3152985580971293,HARV
HARV_002 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.583333333333334,5,0,0,0,1,0,0,0,0,0,0,2.25,3,16.333333333333332,5.583333333333333,7.25,6,3,36,62.00000000000001,1.7222222222222223,2.1081833539394874,0.851521852237253,11,32.17592592592593,16.666666666666664,20.13888888888889,45.37037037037037,6.25,18.682795698924732,9.677419354838708,11.693548387096774,26.34408602150537,3.6290322580645156,HARV_002,deciduousForest,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755098803,93.12286310378474,1.0567778575600555,0.5364887163346916,12,1,5,8,13,7.6923076923076925,61.53846153846154,1.412744636863848,0.7218934911242604,0.5436154465889816,2.871679624884012,3.1108550841912757,3.5018244901807343,2.979744939407035,3.8366606856557146,3.3085002722688635,1.9810014688665833,1.5323478307145295,3.0511144194055757,2.5410938633723115,HARV
HARV_002 2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,7,4,13,4,4,21,0,36,57,1.5833333333333333,1.7812528366566969,0.780547860880271,9,5.555555555555555,58.333333333333336,11.11111111111111,36.11111111111111,19.444444444444446,3.508771929824561,36.84210526315789,7.017543859649122,22.807017543859647,12.280701754385964,HARV_002,deciduousForest,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755098803,93.12286310378474,1.0567778575600555,0.5364887163346916,12,1,5,8,13,7.6923076923076925,61.53846153846154,1.412744636863848,0.7218934911242604,0.45953232937844013,4.083171261623976,6.069769786668839,1.8803128665695001,1.5060248170606696,3.613916415640481,3.169980392000319,3.0177111802727663,2.5863119856028987,2.4941233048929243,2.0816321230596544,HARV
HARV_002 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,9,0,40,18,0.45,1.3776083609300551,0.6851851851851851,5,0,22.5,5,7.5,5,0,50,11.11111111111111,16.666666666666664,11.11111111111111,HARV_002,deciduousForest,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755098803,93.12286310378474,1.0567778575600555,0.5364887163346916,12,1,5,8,13,7.6923076923076925,61.53846153846154,1.412744636863848,0.7218934911242604,-0.7985076962177716,3.1570004211501135,7.0710678118654755,0,0,2.1400661634962708,2.871679624884012,1.791759469228055,2.4941233048929243,1.791759469228055,2.4941233048929243,HARV
HARV_002 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,1,0,0,0,0,1,2,9,1,10,1,0,44,34,0.7727272727272727,1.8697717698051455,0.801038062283737,10,13.636363636363635,2.272727272727273,22.727272727272727,20.454545454545457,2.272727272727273,17.647058823529413,2.941176470588235,29.411764705882355,26.47058823529412,2.941176470588235,HARV_002,deciduousForest,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755098803,93.12286310378474,1.0567778575600555,0.5364887163346916,12,1,5,8,13,7.6923076923076925,61.53846153846154,1.412744636863848,0.7218934911242604,-0.2578291093020998,1.1856236656577395,1.7149858514250884,2.6835090921860925,2.9256884298210646,3.06593653222724,3.3131159136126813,1.1856236656577395,1.37147927533475,3.166625134524323,3.414829530452213,HARV
HARV_002 2018,0,0,0,0,0,14,0,0,0,0,0,0,1,0,11,4,0,1,0,1,0,0,0,0,0,1,0,3,9,4,7,15,0,30,71,2.3666666666666667,2.125680051318703,0.8577663162071018,12,36.666666666666664,50,23.333333333333332,30,0,15.492957746478872,21.12676056338028,9.859154929577464,12.676056338028168,0,HARV_002,deciduousForest,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755098803,93.12286310378474,1.0567778575600555,0.5364887163346916,12,1,5,8,13,7.6923076923076925,61.53846153846154,1.412744636863848,0.7218934911242604,0.8614824953791601,3.9318256327243257,4.596385597769217,3.628775530044231,2.8029334865564017,3.4339872044851463,2.6156465912500093,0,0,3.1918471524802814,2.385008496522014,HARV
HARV_002 2019,0,0,0,0,0,18,0,1,0,0,0,0,0,0,17,2,0,0,0,2,0,0,0,1,0,0,0,4,2,1,1,2,0,21,51,2.4285714285714284,1.749832037037154,0.750480584390619,11,80.95238095238095,9.523809523809524,4.761904761904762,9.523809523809524,0,33.33333333333333,3.9215686274509802,1.9607843137254901,3.9215686274509802,0,HARV_002,deciduousForest,7628.956665,292.590895,544.77567,7376.77189,7921.54756,3.693607755098803,93.12286310378474,1.0567778575600555,0.5364887163346916,12,1,5,8,13,7.6923076923076925,61.53846153846154,1.412744636863848,0.7218934911242604,0.8873031950009027,2.35364026379433,1.9802950859533486,4.406138358488116,3.536116699561526,2.35364026379433,1.5936273064074582,0,0,1.751268107873318,1.0854542040905986,HARV
HARV_004 2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3.5,0,0,1,21.416666666666668,0,0,2.583333333333333,5.583333333333333,23.916666666666664,0,36,62,1.7222222222222223,1.5789382370716691,0.7175395999537519,10,0,66.43518518518518,15.50925925925926,0,59.49074074074075,0,38.5752688172043,9.00537634408602,0,34.543010752688176,HARV_004,mixedForest,5535.677715,0,3719.4603250000005,1816.21739,5535.677715,0,32.809305084336906,1.1325328857980872,0.6035460813783209,7,0,5,2,7,0,28.57142857142857,1.277034259466139,0.6938775510204082,0.5436154465889816,4.211166917093696,6.210899195543613,0,0,0,0,4.102490307716531,3.570743533620377,2.8039213907389207,2.3031225829290496,HARV
HARV_004 2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,3,0,0,0,40,0,2,10,4,104,0,36,173,4.805555555555555,1.2374166677914689,0.5791038791807277,10,19.444444444444446,288.88888888888886,11.11111111111111,5.555555555555555,111.11111111111111,4.046242774566474,60.115606936416185,2.312138728323699,1.1560693641618496,23.121387283236995,HARV_004,mixedForest,5535.677715,0,3719.4603250000005,1816.21739,5535.677715,0,32.809305084336906,1.1325328857980872,0.6035460813783209,7,0,5,2,7,0,28.57142857142857,1.277034259466139,0.6938775510204082,1.569772656041669,5.669497707800509,7.753425496928192,3.0177111802727663,1.6186439613418233,1.8803128665695001,0.7682868251460365,4.719490443017389,3.1830988860937737,2.4941233048929243,1.1975941222169606,HARV
HARV_004 2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,0,0,3,0,0,2,5,11,0,40,28,0.7,1.7683366524180246,0.778061224489796,8,2.5,27.500000000000004,12.5,0,7.5,3.571428571428571,39.285714285714285,17.857142857142858,0,10.714285714285714,HARV_004,mixedForest,5535.677715,0,3719.4603250000005,1816.21739,5535.677715,0,32.809305084336906,1.1325328857980872,0.6035460813783209,7,0,5,2,7,0,28.57142857142857,1.277034259466139,0.6938775510204082,-0.35667494393873245,3.349904087274605,6.267831705280087,1.252762968495368,1.519825753744413,0,0,2.1400661634962708,2.46080909820894,2.6026896854443837,2.9368917735310576,HARV
HARV_004 2017,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,2,10,2,0,1,3,13,0,43,43,1,1.8900269794204663,0.8069226608977826,10,18.6046511627907,30.23255813953488,6.976744186046512,0,23.25581395348837,18.6046511627907,30.23255813953488,6.976744186046512,0,23.25581395348837,HARV_004,mixedForest,5535.677715,0,3719.4603250000005,1816.21739,5535.677715,0,32.809305084336906,1.1325328857980872,0.6035460813783209,7,0,5,2,7,0,28.57142857142857,1.277034259466139,0.6938775510204082,0,3.441461080829675,5.498414147691576,2.975766842308293,2.975766842308293,0,0,3.18865633930721,3.18865633930721,2.0765303314723775,2.0765303314723775,HARV
HARV_004 2018,1,1,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,2,1,1,0,2,3,0,0,6,2,12,0,29,50,1.7241379310344827,1.988247337205266,0.8016,13,58.620689655172406,41.37931034482759,6.896551724137931,0,10.344827586206897,34,24,4,0,6,HARV_004,mixedForest,5535.677715,0,3719.4603250000005,1816.21739,5535.677715,0,32.809305084336906,1.1325328857980872,0.6035460813783209,7,0,5,2,7,0,28.57142857142857,1.277034259466139,0.6938775510204082,0.5447271754416719,3.7466602795795607,4.898979485566356,4.088002655696816,3.5553480614894135,0,0,2.4287619207788977,1.9459101490553132,2.0664261735677654,1.6094379124341003,HARV
HARV_004 2019,0,3,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,2,6,0,1,6,4,0,0,24,33,1.375,2.038253559406862,0.8539944903581267,9,29.166666666666668,0,16.666666666666664,4.166666666666666,25,21.21212121212121,0,12.121212121212121,3.0303030303030303,18.181818181818183,HARV_004,mixedForest,5535.677715,0,3719.4603250000005,1816.21739,5535.677715,0,32.809305084336906,1.1325328857980872,0.6035460813783209,7,0,5,2,7,0,28.57142857142857,1.277034259466139,0.6938775510204082,0.3184537311185346,0,0,3.4067375620377707,3.100638140420171,1.642227735257091,1.3938415667552735,3.258096538021482,2.953962860677696,2.871679624884012,2.5742301665360094,HARV
HARV_005 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.066666666666666,1,0,0,0,0,1,0,0,0,3.4,3,13.233333333333334,0,3.833333333333333,2.4,4.5,20.066666666666666,4.5,34,69,2.0294117647058822,2.02169703800656,0.8305164647949776,11,35.490196078431374,59.01960784313726,13.23529411764706,11.274509803921568,38.92156862745098,17.48792270531401,29.082125603864732,6.521739130434782,5.555555555555555,19.17874396135266,HARV_005,deciduousForest,7725.659569999999,1080.777305,2330.4213999999997,6476.015475,8806.436875,12.272583342624598,73.53729512766195,0.90943505759261,0.5395744038834174,16,5,12,9,21,23.809523809523807,42.857142857142854,0.9773202089564674,0.5804988662131519,0.7077459799810979,4.094671306221087,5.392784587192848,3.597043623917925,2.9171176921603332,2.5075247383757726,1.8803128665695001,3.6869167449460876,3.0046297712318064,2.6557243821004706,2.017797378568629,HARV
HARV_005 2015,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21,2,0,0,0,0,0,0,1,1,0,0,12,1,7,0,6,64,3,36,120,3.3333333333333335,1.5460215143608242,0.6677777777777778,12,58.333333333333336,177.77777777777777,16.666666666666664,19.444444444444446,33.33333333333333,17.5,53.333333333333336,5,5.833333333333333,10,HARV_005,deciduousForest,7725.659569999999,1080.777305,2330.4213999999997,6476.015475,8806.436875,12.272583342624598,73.53729512766195,0.90943505759261,0.5395744038834174,16,5,12,9,21,23.809523809523807,42.857142857142854,0.9773202089564674,0.5804988662131519,1.2039728043259361,5.1861435696561635,7.302967433402215,4.083171261623976,2.917770732084279,3.0177111802727663,1.9218125974762528,3.536116699561526,2.3978952727983707,2.871679624884012,1.791759469228055,HARV
HARV_005 2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,6,5,0,39,32,0.8205128205128205,1.505912894672342,0.708984375,7,38.46153846153847,12.82051282051282,15.384615384615385,0,2.564102564102564,46.875,15.625,18.75,0,3.125,HARV_005,deciduousForest,7725.659569999999,1080.777305,2330.4213999999997,6476.015475,8806.436875,12.272583342624598,73.53729512766195,0.90943505759261,0.5395744038834174,16,5,12,9,21,23.809523809523807,42.857142857142854,0.9773202089564674,0.5804988662131519,-0.19782574332991992,2.626153924779351,3.952847075210474,3.675326487709233,3.86859344750081,0,0,1.2709122870010452,1.4170660197866443,2.7963428082478887,2.9831534913471307,HARV
HARV_005 2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,5,0,0,0,0,0,0,0,1,0,0,2,0,3,1,6,22,0,40,109,2.725,1.2197026021326183,0.5635889234912885,9,170,55.00000000000001,15,7.5,5,62.38532110091744,20.18348623853211,5.5045871559633035,2.7522935779816518,1.834862385321101,HARV_005,deciduousForest,7725.659569999999,1080.777305,2330.4213999999997,6476.015475,8806.436875,12.272583342624598,73.53729512766195,0.90943505759261,0.5395744038834174,16,5,12,9,21,23.809523809523807,42.857142857142854,0.9773202089564674,0.5804988662131519,1.0024684281152074,4.02535169073515,4.49260350337442,5.14166355650266,4.149232306259651,2.1400661634962708,1.322367273813658,1.791759469228055,1.0419933946686017,2.772588722239781,1.872507644302984,HARV
HARV_005 2018,0,1,0,0,0,0,0,1,0,1,0,0,0,0,61,4,1,1,1,1,0,3,1,0,1,1,3,0,3,0,9,66,4,29,163,5.620689655172414,1.608882683191338,0.6903534193985472,18,210.3448275862069,227.58620689655174,31.03448275862069,10.344827586206897,10.344827586206897,37.423312883435585,40.49079754601227,5.521472392638037,1.8404907975460123,1.8404907975460123,HARV_005,deciduousForest,7725.659569999999,1080.777305,2330.4213999999997,6476.015475,8806.436875,12.272583342624598,73.53729512766195,0.90943505759261,0.5395744038834174,16,5,12,9,21,23.809523809523807,42.857142857142854,0.9773202089564674,0.5804988662131519,1.7264543708202882,5.431913412254918,6.363237976534609,5.3534910534992575,3.6486643817186506,2.4287619207788977,1.0439768532794718,2.4287619207788977,1.0439768532794718,3.4668129088273645,1.8751001775351857,HARV
HARV_005 2019,0,0,0,0,0,13,0,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,18,24,1.3333333333333333,1.5358551955461086,0.6701388888888891,8,16.666666666666664,11.11111111111111,0,0,5.555555555555555,12.5,8.333333333333332,0,0,4.166666666666666,HARV_005,deciduousForest,7725.659569999999,1080.777305,2330.4213999999997,6476.015475,8806.436875,12.272583342624598,73.53729512766195,0.90943505759261,0.5395744038834174,16,5,12,9,21,23.809523809523807,42.857142857142854,0.9773202089564674,0.5804988662131519,0.28768207245178085,2.4941233048929243,2.8867513459481287,2.871679624884012,2.6026896854443837,0,0,1.8803128665695001,1.642227735257091,0,0,HARV
HARV_006 2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.5,5.666666666666666,0,0,0,0,0,8.166666666666666,0,0,0,1,0,1,3,1,2.5,30.5,6.666666666666666,36,62.99999999999999,1.7499999999999998,1.7344787947847244,0.7231040564373897,11,6.944444444444445,84.72222222222221,6.944444444444445,8.333333333333332,0,3.968253968253969,48.41269841269842,3.968253968253969,4.761904761904763,0,HARV_006,deciduousForest,9120.126299999996,193.57862,1016.8454599999999,8296.85946,9313.704919999996,2.0784276682882075,89.08226673773558,0.7812072697163136,0.4029908490530074,22,2,8,16,24,8.333333333333332,66.66666666666666,1.1907825152919047,0.65625,0.5596157879354225,4.451112094466996,6.957923426763076,2.0724728723637424,1.6030684641486206,2.2335922215070942,1.7512681078733183,0,0,2.0724728723637424,1.6030684641486206,HARV
HARV_006 2015,0,0,0,0,0,0,0,1,0,0,0,0,1,1,18,8,0,0,5,0,1,13,0,0,0,2,1,1,1,2,5,125,0,36,185,5.138888888888889,1.3046112270678487,0.5252885317750182,15,50,347.22222222222223,13.88888888888889,2.7777777777777777,2.7777777777777777,9.72972972972973,67.56756756756756,2.7027027027027026,0.5405405405405406,0.5405405405405406,HARV_006,deciduousForest,9120.126299999996,193.57862,1016.8454599999999,8296.85946,9313.704919999996,2.0784276682882075,89.08226673773558,0.7812072697163136,0.4029908490530074,22,2,8,16,24,8.333333333333332,66.66666666666666,1.1907825152919047,0.65625,1.636836886622215,5.852840845579747,8.219949365267864,3.9318256327243257,2.373018368042966,1.329135947279942,0.43213335519032575,1.329135947279942,0.43213335519032575,2.700615222614692,1.3090630131839005,HARV
HARV_006 2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,0,0,2,0,0,0,0,1,3,2,1,3,41,3,40,65,1.625,1.4627014163063412,0.5850887573964497,11,7.5,102.49999999999999,7.5,5,2.5,4.615384615384616,63.07692307692307,4.615384615384616,3.076923076923077,1.5384615384615385,HARV_006,deciduousForest,9120.126299999996,193.57862,1016.8454599999999,8296.85946,9313.704919999996,2.0784276682882075,89.08226673773558,0.7812072697163136,0.4029908490530074,22,2,8,16,24,8.333333333333332,66.66666666666666,1.1907825152919047,0.65625,0.4855078157817008,4.639571612705423,7.9420981533171116,2.1400661634962708,1.7255100836868544,1.791759469228055,1.405342556090585,1.252762968495368,0.9315582040049435,2.1400661634962708,1.7255100836868544,HARV
HARV_006 2017,0,0,0,1,0,0,0,0,0,0,0,0,0,2,13,11,0,0,2,0,3,6,0,0,0,0,0,2,3,1,7,40,1,44,92,2.090909090909091,1.8870184413266125,0.7627599243856333,13,29.545454545454547,90.9090909090909,15.909090909090908,6.8181818181818175,0,14.130434782608695,43.47826086956522,7.608695652173914,3.260869565217391,0,HARV_006,deciduousForest,9120.126299999996,193.57862,1016.8454599999999,8296.85946,9313.704919999996,2.0784276682882075,89.08226673773558,0.7812072697163136,0.4029908490530074,22,2,8,16,24,8.333333333333332,66.66666666666666,1.1907825152919047,0.65625,0.7375989431307791,4.520799946222101,6.59380473395787,3.419215887164834,2.716708263845325,2.056452023455137,1.4494732627414222,0,0,2.8278514009148306,2.1527728147653855,HARV
