individualID,taxonID,scientificName
NEON.BET.D08.000655,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000656,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000652,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000654,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000653,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000667,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000664,DICAMB,Dicaelus ambiguus
NEON.BET.D08.000668,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000663,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000666,DICAMB,Dicaelus ambiguus
NEON.BET.D08.000665,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000671,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000670,PASDEP,Pasimachus depressus
NEON.BET.D08.000672,PASDEP,Pasimachus depressus
NEON.BET.D08.000674,SELELL,Selenophorus ellipticus
NEON.BET.D08.000675,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000673,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000684,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000686,CARSYL,Carabus sylvosus
NEON.BET.D08.000687,SELOPA,Selenophorus opalinus
NEON.BET.D08.000680,DICPOL,Dicaelus politus
NEON.BET.D08.000676,PASDEP,Pasimachus depressus
NEON.BET.D08.000677,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000698,SELGRA,Selenophorus granarius
NEON.BET.D08.000678,DICPOL,Dicaelus politus
NEON.BET.D08.000697,PTESP23,Pterostichus sp.
NEON.BET.D08.000679,DICPOL,Dicaelus politus
NEON.BET.D08.000685,CARSYL,Carabus sylvosus
NEON.BET.D08.000691,PASDEP,Pasimachus depressus
NEON.BET.D08.000721,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000695,PASDEP,Pasimachus depressus
NEON.BET.D08.000716,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000696,PASDEP,Pasimachus depressus
NEON.BET.D08.000692,SELOPA,Selenophorus opalinus
NEON.BET.D08.000717,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000720,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000693,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000738,LOXCRE,Loxandrus crenatus
NEON.BET.D08.000732,CYLUNI,Cylindera unipunctata
NEON.BET.D08.000725,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000741,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.000723,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000736,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000734,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000742,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000733,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000737,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000743,CHLEMA,Chlaenius emarginatus
NEON.BET.D08.000740,SELOPA,Selenophorus opalinus
NEON.BET.D08.000739,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000735,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000722,PASDEP,Pasimachus depressus
NEON.BET.D08.000724,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000775,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000772,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000776,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000757,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000779,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000758,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000778,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.000774,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000780,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000755,DICAMB,Dicaelus ambiguus
NEON.BET.D08.001148,SELELL,Selenophorus ellipticus
NEON.BET.D08.000777,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000756,PASPUN,Pasimachus punctulatus
NEON.BET.D08.000773,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000746,SELOPA,Selenophorus opalinus
NEON.BET.D08.000744,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000714,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000718,PASPUN,Pasimachus punctulatus
NEON.BET.D08.000745,SELOPA,Selenophorus opalinus
NEON.BET.D08.000711,DICAMB,Dicaelus ambiguus
NEON.BET.D08.000715,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000719,PASPUN,Pasimachus punctulatus
NEON.BET.D08.000712,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000713,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000710,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000752,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000751,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000754,CYLUNI,Cylindera unipunctata
NEON.BET.D08.000753,DICAMB,Dicaelus ambiguus
NEON.BET.D08.000759,PASDEP,Pasimachus depressus
NEON.BET.D08.000788,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000800,PASDEP,Pasimachus depressus
NEON.BET.D08.000795,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.000801,PASDEP,Pasimachus depressus
NEON.BET.D08.000789,DICPOL,Dicaelus politus
NEON.BET.D08.000796,PASDEP,Pasimachus depressus
NEON.BET.D08.000798,PASDEP,Pasimachus depressus
NEON.BET.D08.000799,PASDEP,Pasimachus depressus
NEON.BET.D08.000792,DICPOL,Dicaelus politus
NEON.BET.D08.000802,DICFUR1,Dicaelus furvus
NEON.BET.D08.000803,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000797,PASDEP,Pasimachus depressus
NEON.BET.D08.000794,PASDEP,Pasimachus depressus
NEON.BET.D08.000793,PASPUN,Pasimachus punctulatus
NEON.BET.D08.000790,PASDEP,Pasimachus depressus
NEON.BET.D08.000814,PASDEP,Pasimachus depressus
NEON.BET.D08.000815,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.000818,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000816,SELOPA,Selenophorus opalinus
NEON.BET.D08.000812,DICFUR1,Dicaelus furvus
NEON.BET.D08.001149,TETINT,Tetragonoderus intersectus
NEON.BET.D08.000817,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000804,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.000813,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000805,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.000806,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.000811,PASDEP,Pasimachus depressus
NEON.BET.D08.001395,TETINT,Tetragonoderus intersectus
NEON.BET.D08.001402,TETINT,Tetragonoderus intersectus
NEON.BET.D08.001401,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.001408,DICELO,Dicaelus elongatus
NEON.BET.D08.001400,PASPUN,Pasimachus punctulatus
NEON.BET.D08.001405,CYLUNI,Cylindera unipunctata
NEON.BET.D08.001414,TETINT,Tetragonoderus intersectus
NEON.BET.D08.001417,ANIRUS,Anisodactylus rusticus
NEON.BET.D08.001409,DICFUR1,Dicaelus furvus
NEON.BET.D08.001412,SELSP2,Selenophorus sp.
NEON.BET.D08.001416,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.001410,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.001438,TETINT,Tetragonoderus intersectus
NEON.BET.D08.001436,SELOPA,Selenophorus opalinus
NEON.BET.D08.001530,APESIN,Apenes sinuata
NEON.BET.D08.001440,DICPOL,Dicaelus politus
NEON.BET.D08.001532,SELELL,Selenophorus ellipticus
NEON.BET.D08.001480,SELOPA,Selenophorus opalinus
NEON.BET.D08.001476,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.001533,ELAGRA,Elaphropus granarius
NEON.BET.D08.001478,SCAUNI1,Scaphinotus unicolor
NEON.BET.D08.001693,PASPUN,Pasimachus punctulatus
NEON.BET.D08.001696,CYLUNI,Cylindera unipunctata
NEON.BET.D08.001536,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.001697,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.001531,SELELL,Selenophorus ellipticus
NEON.BET.D08.001542,DICFUR1,Dicaelus furvus
NEON.BET.D08.001539,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.001576,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.001563,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.001556,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.001558,DICPOL,Dicaelus politus
NEON.BET.D08.001572,HELNIG,Helluomorphoides nigripennis
NEON.BET.D08.001578,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.001575,DICFUR1,Dicaelus furvus
NEON.BET.D08.001615,ELAGRA,Elaphropus granarius
NEON.BET.D08.001616,ELAGRA,Elaphropus granarius
NEON.BET.D08.001606,DICFUR1,Dicaelus furvus
NEON.BET.D08.001607,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.001608,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.001600,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.001715,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.001704,PASPUN,Pasimachus punctulatus
NEON.BET.D08.001716,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.001794,DICFUR1,Dicaelus furvus
NEON.BET.D08.001791,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.001792,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.001798,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.001795,PASDEP,Pasimachus depressus
NEON.BET.D08.001797,PASDEP,Pasimachus depressus
NEON.BET.D08.001827,DICPOL,Dicaelus politus
NEON.BET.D08.001785,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.001796,PASDEP,Pasimachus depressus
NEON.BET.D08.001831,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.001835,PASDEP,Pasimachus depressus
NEON.BET.D08.001836,ELAGRA,Elaphropus granarius
NEON.BET.D08.001834,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.001872,DICPOL,Dicaelus politus
NEON.BET.D08.001880,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.001937,ELAGRA,Elaphropus granarius
NEON.BET.D08.001936,ELAGRA,Elaphropus granarius
NEON.BET.D08.001955,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.001954,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.001960,ELAGRA,Elaphropus granarius
NEON.BET.D08.002023,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002024,ELAGRA,Elaphropus granarius
NEON.BET.D08.002025,ELAGRA,Elaphropus granarius
NEON.BET.D08.002039,CARSYL,Carabus sylvosus
NEON.BET.D08.002042,SELSP2,Selenophorus sp.
NEON.BET.D08.002028,DICPOL,Dicaelus politus
NEON.BET.D08.002036,HELNIG,Helluomorphoides nigripennis
NEON.BET.D08.002043,PTEOPH,Pterostichus ophryoderus
NEON.BET.D08.002038,DICAMB,Dicaelus ambiguus
NEON.BET.D08.002045,CARSYL,Carabus sylvosus
NEON.BET.D08.002048,ELAGRA,Elaphropus granarius
NEON.BET.D08.002040,CARSYL,Carabus sylvosus
NEON.BET.D08.002047,ELAGRA,Elaphropus granarius
NEON.BET.D08.002037,DICFUR1,Dicaelus furvus
NEON.BET.D08.002046,ELAGRA,Elaphropus granarius
NEON.BET.D08.002044,LOXCRE,Loxandrus crenatus
NEON.BET.D08.002029,PASPUN,Pasimachus punctulatus
NEON.BET.D08.002027,CARSYL,Carabus sylvosus
NEON.BET.D08.002049,ELAGRA,Elaphropus granarius
NEON.BET.D08.002102,SELOPA,Selenophorus opalinus
NEON.BET.D08.002101,NOTNOV,Notiophilus novemstriatus
NEON.BET.D08.002103,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002093,SCAUNI1,Scaphinotus unicolor
NEON.BET.D08.002104,DICAMB,Dicaelus ambiguus
NEON.BET.D08.002177,CARSYL,Carabus sylvosus
NEON.BET.D08.002174,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002175,DICPOL,Dicaelus politus
NEON.BET.D08.002173,PASPUN,Pasimachus punctulatus
NEON.BET.D08.002180,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002169,DICAMB,Dicaelus ambiguus
NEON.BET.D08.002179,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002176,SELOPA,Selenophorus opalinus
NEON.BET.D08.002178,LOXCRE,Loxandrus crenatus
NEON.BET.D08.002159,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002172,DICFUR1,Dicaelus furvus
NEON.BET.D08.002252,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002246,ELAGRA,Elaphropus granarius
NEON.BET.D08.002251,SELOPA,Selenophorus opalinus
NEON.BET.D08.002315,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002318,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002353,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002366,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002362,CYLUNI,Cylindera unipunctata
NEON.BET.D08.002365,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002364,CYLUNI,Cylindera unipunctata
NEON.BET.D08.002397,SELSP2,Selenophorus sp.
NEON.BET.D08.002396,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002392,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002416,PASPUN,Pasimachus punctulatus
NEON.BET.D08.002424,HELNIG,Helluomorphoides nigripennis
NEON.BET.D08.002414,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002425,PASPUN,Pasimachus punctulatus
NEON.BET.D08.002415,PASPUN,Pasimachus punctulatus
NEON.BET.D08.002459,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002449,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002464,PASPUN,Pasimachus punctulatus
NEON.BET.D08.002451,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002467,HARPEN,Harpalus pensylvanicus
NEON.BET.D08.002466,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002454,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002460,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002465,SELOPA,Selenophorus opalinus
NEON.BET.D08.002468,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002461,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002503,LOXCRE,Loxandrus crenatus
NEON.BET.D08.002512,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002515,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002513,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002509,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002502,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002552,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002564,ELAGRA,Elaphropus granarius
NEON.BET.D08.002563,PTEOPH,Pterostichus ophryoderus
NEON.BET.D08.002553,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002560,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002561,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002562,PTEOPH,Pterostichus ophryoderus
NEON.BET.D08.002554,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002558,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002559,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002602,SELSP2,Selenophorus sp.
NEON.BET.D08.002599,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002596,DICAMB,Dicaelus ambiguus
NEON.BET.D08.002598,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002597,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002600,AGOCON,Agonoleptus conjunctus
NEON.BET.D08.002595,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002601,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002594,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002604,DICPOL,Dicaelus politus
NEON.BET.D08.002612,DICPOL,Dicaelus politus
NEON.BET.D08.002608,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002615,TETINT,Tetragonoderus intersectus
NEON.BET.D08.002603,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002611,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002609,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002605,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002607,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002610,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002614,ELAGRA,Elaphropus granarius
NEON.BET.D08.002613,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002649,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002653,SCAUNI1,Scaphinotus unicolor
NEON.BET.D08.002650,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002654,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002655,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002651,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002648,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002646,PASPUN,Pasimachus punctulatus
NEON.BET.D08.002660,TETINT,Tetragonoderus intersectus
NEON.BET.D08.002647,SPHSTE1,Sphaeroderus stenostomus
NEON.BET.D08.002659,ELAGRA,Elaphropus granarius
NEON.BET.D08.002645,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002656,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002652,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002700,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002693,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002691,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002690,SELOPA,Selenophorus opalinus
NEON.BET.D08.002695,CARSYL,Carabus sylvosus
NEON.BET.D08.002696,SELOPA,Selenophorus opalinus
NEON.BET.D08.002708,ELAGRA,Elaphropus granarius
NEON.BET.D08.002699,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002692,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002689,CARSYL,Carabus sylvosus
NEON.BET.D08.002701,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002698,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002694,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002801,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002809,CYLUNI,Cylindera unipunctata
NEON.BET.D08.002810,CYLUNI,Cylindera unipunctata
NEON.BET.D08.002805,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002811,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002808,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002804,SCAUNI1,Scaphinotus unicolor
NEON.BET.D08.002806,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002813,NOTNOV,Notiophilus novemstriatus
NEON.BET.D08.002807,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002812,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002802,PTEOPH,Pterostichus ophryoderus
NEON.BET.D08.002814,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002816,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002815,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002827,PTEOPH,Pterostichus ophryoderus
NEON.BET.D08.002824,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002825,CYLUNI,Cylindera unipunctata
NEON.BET.D08.002822,PASDEP,Pasimachus depressus
NEON.BET.D08.002829,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002828,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002823,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002826,POLLAE,Polyderis laeva
NEON.BET.D08.002845,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002853,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002832,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002850,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002849,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002847,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002831,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002848,POLLAE,Polyderis laeva
NEON.BET.D08.002851,CYLUNI,Cylindera unipunctata
NEON.BET.D08.002843,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002852,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002830,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002844,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002760,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002890,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002889,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002891,SELSP2,Selenophorus sp.
NEON.BET.D08.002892,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002922,SELSP2,Selenophorus sp.
NEON.BET.D08.002908,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002907,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002906,DICDIL5,Dicaelus dilatatus
NEON.BET.D08.002923,ANIHAP,Anisodactylus haplomus
NEON.BET.D08.002905,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002921,DICELO,Dicaelus elongatus
NEON.BET.D08.002946,SELOPA,Selenophorus opalinus
NEON.BET.D08.002936,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002962,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002974,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002966,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002976,CYCFRE,Cyclotrachelus freitagi
NEON.BET.D08.002968,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002980,PASPUN,Pasimachus punctulatus
NEON.BET.D08.002964,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002965,PASPUN,Pasimachus punctulatus
NEON.BET.D08.002979,DICAMB,Dicaelus ambiguus
NEON.BET.D08.002977,PASDEP,Pasimachus depressus
NEON.BET.D08.002978,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002963,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002967,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002981,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.002984,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.003003,CYCCON2,Cyclotrachelus convivus
NEON.BET.D08.003004,CYCCON2,Cyclotrachelus convivus
